x1,x2,y
0.44122748688504143,-0.33087015189408764,1
2.43077118700778,-0.2520921296030769,1
0.10960984157818278,1.5824811170615634,1
-0.9092324048562419,-0.5916366579302884,1
0.18760322583703548,-0.32986995777935924,1
-1.192764612421806,-0.2048765105875873,1
-0.3588289470012431,0.6034716026094954,1
-1.6647885294716944,-0.7001790376899514,1
1.1513910094871702,1.8573310072313118,1
-1.5111795576883658,0.6448475108927784,1
0.019392114781378145,0.14314684528391008,-1
0.1281208167443465,0.5774920708376057,-1
1.9964398269133619,1.7124212708765678,-1
1.0591442432190399,0.6366891215180825,-1
1.00328884293411,0.8940695579425768,-1
1.7930533194619698,0.3684283702077845,-1
0.9938050915142407,0.8989323881907554,-1
0.9476918491481413,1.2492176585649075,-1
1.1976600910424986,2.334848574241582,-1
0.9131243937223645,2.5615322934488907,-1
1.6243453636632417,-0.6117564136500754,-1
-1.5281717522634557,-2.0729686221561705,1
-0.13459237067532148,-3.3015386968802827,1
0.74481176421648,-1.7612069008951028,1
-0.6809609039429014,-1.2493703754774101,1
0.4621079370449741,-3.060140709497654,1
-1.3224172040135076,-1.3840543546684156,1
1.1337694423354374,-1.0998912673140309,-1
-0.17242820755043575,-0.8778584179213718,-1
-0.9577862532844071,-0.41718478628417777,1
-2.1006191772129212,0.14472370983961413,1
0.9015907205927955,0.5024943389018682,-1
0.9008559492644118,-0.6837278591743331,-1
-1.1228902255186481,-1.9357694342590688,1
-0.2678880796260159,0.530355466738186,-1
-0.691660751725309,-0.39675352685597737,-1
-0.6871727001195994,-0.8452056414987196,-1
-1.6712461308368192,-1.0126645989189014,1
-2.117310348635278,-0.7655843021829078,1
0.6598021771098705,-0.2579558394226644,1
