x1,x2,y,color
2.0912047166198198,3.0912827332721102,-1,r
0.05302969097745369,0.6136504677630608,-1,r
-0.29649157420216365,4.409834303341541,-1,r
3.7278361685799193,4.204556284556135,-1,r
2.794827639348401,2.9764210964009403,-1,r
0.8165728526669851,3.9163636105354795,-1,r
0.8766731994488615,1.3359645304158945,-1,r
1.621641429631441,1.2083847285036637,-1,r
2.8595481091803734,1.769211004514415,-1,r
1.9343389718952078,1.7913637652678438,-1,r
3.34686857011405,1.3930472026428766,-1,r
1.8257517863553676,2.4240514210317228,-1,r
0.35400989517623804,1.5164590500347097,-1,r
2.535468250015762,3.166140486373717,-1,r
2.16168310874508,1.3271660729264507,-1,r
3.4425241316834048,1.7785193890681759,-1,r
2.0312643136861466,2.181929588030104,-1,r
1.9370712701342043,1.4584315400130727,-1,r
2.4745184178849513,0.8354088278765228,-1,r
1.4990906094285732,1.5914390408925037,-1,r
1.0656516428305394,2.0845101540164475,-1,r
2.1436910180079476,2.0755494413356583,-1,r
1.844354903583478,2.5508500563063254,-1,r
3.7020299556707457,3.006093702544571,-1,r
-1.1349197676206337,3.1395335002938887,-1,r
0.1302006413979664,0.2208869638562314,-1,r
2.127762897292504,0.6489822401972805,-1,r
3.5539671989279045,2.696965751427586,-1,r
1.1885388474296303,0.3567490711208452,-1,r
2.3306588682379323,3.2249562676567622,-1,r
2.096171568622999,3.876815420280648,-1,r
2.5337805844117396,2.7983600410180656,-1,r
1.6939255002860483,2.377973887291522,-1,r
1.7735219533584483,0.11425545733693365,-1,r
4.472510974668708,1.8531434128225532,-1,r
2.115649197699319,3.330430622301428,-1,r
2.1095947123535326,2.2154790719568878,-1,r
2.4290700877503992,0.8487343840965336,-1,r
3.5247534767367377,2.360535848505356,-1,r
1.3891069775156468,2.9302460334008513,-1,r
2.3565130152421756,1.0478394047043929,-1,r
2.1519277862548973,2.0006348859713223,-1,r
2.3350232276388554,2.374799387943267,-1,r
2.713816157691089,0.799186520581312,-1,r
2.00138116115555,1.0785399730610319,-1,r
2.496227866094204,0.6683333311602668,-1,r
-0.190570488097225,1.5639279352056297,-1,r
4.545087217420565,3.1500812773481255,-1,r
2.084445466786589,4.4862477950987865,-1,r
1.8056445973871347,1.8137866524585142,-1,r
2.8538628571904616,2.3073787016637723,-1,r
1.927757881171133,1.5311523325861038,-1,r
1.9345610941767304,3.0526111139305225,-1,r
0.6903667751937692,1.3312735978648442,-1,r
3.3413740703427024,4.5313568434227225,-1,r
0.15945146007561894,2.4050411730492645,-1,r
3.632300528529921,1.7772608556501117,-1,r
1.422200836640259,3.24217576040689,-1,r
1.4465289014175826,1.277310578749969,-1,r
1.4284503554983488,0.6099968324737968,-1,r
-0.39521314035038024,3.1540164759053555,-1,r
3.688095037123647,2.2237856188152962,-1,r
1.798384488695725,2.499645106788539,-1,r
1.81866189965768,0.2501847386990512,-1,r
0.7895827663615345,2.4242415161056243,-1,r
1.6111983855013072,0.4434642129970079,-1,r
0.5607909235357234,2.9489273111212446,-1,r
0.47346780030994773,3.136870071290506,-1,r
2.4845256644300697,0.9981633881129399,-1,r
1.6815451518879425,2.1581260984927404,-1,r
2.360860108740327,2.2554583261643235,-1,r
3.4260580008514916,2.9272507137366084,-1,r
1.4894365359725237,1.8284328566641093,-1,r
1.089604002884258,1.477119130932449,-1,r
2.0739901330087833,-0.3467830627622823,-1,r
2.0997457992594883,1.9536198336517185,-1,r
1.7523638614825752,0.6946308835945096,-1,r
1.423700998349676,1.2355296739565371,-1,r
1.9392506507644725,-0.43448242659717584,-1,r
1.6690132696269322,2.4726413793590987,-1,r
1.1148315904257053,1.055973537967974,-1,r
2.7345735390650363,4.642942924542187,-1,r
2.611757991909296,2.657660515856531,-1,r
2.046045980564928,2.770262626169316,-1,r
2.593052726077443,1.0665564212331446,-1,r
2.375433247234785,2.919790769670085,-1,r
1.285862482306598,2.3745060750115763,-1,r
3.257198909147997,2.9761035267318023,-1,r
1.977781792298329,4.065936279160313,-1,r
3.031906554860006,1.750665295766228,-1,r
0.03094407605151117,1.6730316814670727,-1,r
